,0
3454,NORMAL
3455,DME
3456,CNV
3457,DRUSEN
3458,DME
3459,CNV
3460,NORMAL
3461,NORMAL
3462,NORMAL
3463,CNV
3464,CNV
3465,CNV
3466,CNV
3467,CNV
3468,NORMAL
3469,CNV
3470,NORMAL
3471,DME
3472,CNV
3473,CNV
3474,DME
3475,DRUSEN
3476,NORMAL
3477,CNV
3478,DRUSEN
3479,NORMAL
3480,DRUSEN
3481,CNV
3482,NORMAL
3483,DME
3484,DME
3485,DRUSEN
3486,CNV
3487,CNV
3488,NORMAL
3489,NORMAL
3490,NORMAL
3491,DRUSEN
3492,DRUSEN
3493,CNV
3494,DRUSEN
3495,DME
3496,CNV
3497,CNV
3498,DRUSEN
3499,NORMAL
3500,DRUSEN
3501,DME
3502,DME
3503,DRUSEN
3504,DRUSEN
3505,NORMAL
3506,DME
3507,CNV
3508,DRUSEN
3509,NORMAL
3510,NORMAL
3511,NORMAL
3512,CNV
3513,DRUSEN
3514,NORMAL
3515,NORMAL
3516,DRUSEN
3517,NORMAL
3518,CNV
3519,NORMAL
3520,NORMAL
3521,DME
3522,NORMAL
3523,CNV
3524,DME
3525,NORMAL
3526,CNV
3527,DRUSEN
3528,NORMAL
3529,CNV
3530,NORMAL
3531,NORMAL
3532,DRUSEN
3533,DRUSEN
3534,NORMAL
3535,DRUSEN
3536,DRUSEN
3537,NORMAL
3538,NORMAL
3539,CNV
3540,DME
3541,DRUSEN
3542,NORMAL
3543,NORMAL
3544,DRUSEN
3545,CNV
3546,DRUSEN
3547,DRUSEN
3548,CNV
3549,CNV
3550,NORMAL
3551,DRUSEN
3552,CNV
3553,NORMAL
3554,CNV
3555,DRUSEN
3556,DRUSEN
3557,NORMAL
3558,DRUSEN
3559,CNV
3560,CNV
3561,CNV
3562,CNV
3563,NORMAL
3564,CNV
3565,CNV
3566,DRUSEN
3567,CNV
3568,CNV
3569,DME
3570,DRUSEN
3571,CNV
3572,NORMAL
3573,DME
3574,CNV
3575,CNV
3576,DRUSEN
3577,NORMAL
3578,CNV
3579,NORMAL
3580,DRUSEN
3581,CNV
3582,NORMAL
3583,NORMAL
3584,NORMAL
3585,NORMAL
3586,DME
3587,DRUSEN
3588,NORMAL
3589,CNV
3590,CNV
3591,NORMAL
3592,DME
3593,CNV
3594,DRUSEN
3595,NORMAL
3596,CNV
3597,NORMAL
3598,DME
3599,NORMAL
3600,NORMAL
3601,NORMAL
3602,DRUSEN
3603,DRUSEN
3604,DRUSEN
3605,NORMAL
3606,NORMAL
3607,NORMAL
3608,DRUSEN
3609,CNV
3610,NORMAL
3611,NORMAL
3612,CNV
3613,CNV
3614,CNV
3615,NORMAL
3616,CNV
3617,NORMAL
3618,DRUSEN
3619,NORMAL
3620,CNV
3621,DRUSEN
3622,NORMAL
3623,CNV
3624,DRUSEN
3625,NORMAL
3626,DRUSEN
3627,DME
3628,CNV
3629,CNV
3630,CNV
3631,NORMAL
3632,CNV
3633,CNV
3634,DRUSEN
3635,NORMAL
3636,DRUSEN
3637,NORMAL
3638,NORMAL
3639,NORMAL
3640,DRUSEN
3641,DRUSEN
3642,CNV
3643,NORMAL
3644,CNV
3645,NORMAL
3646,NORMAL
3647,CNV
3648,CNV
3649,CNV
3650,DRUSEN
3651,DME
3652,CNV
3653,DRUSEN
3654,NORMAL
3655,NORMAL
3656,NORMAL
3657,DRUSEN
3658,NORMAL
3659,CNV
3660,DRUSEN
3661,NORMAL
3662,CNV
3663,DRUSEN
3664,NORMAL
3665,NORMAL
3666,NORMAL
3667,CNV
3668,DME
3669,CNV
3670,CNV
3671,DRUSEN
3672,NORMAL
3673,DRUSEN
3674,NORMAL
3675,NORMAL
3676,CNV
3677,CNV
3678,NORMAL
3679,CNV
3680,NORMAL
3681,NORMAL
3682,DRUSEN
3683,CNV
3684,NORMAL
3685,CNV
3686,NORMAL
3687,NORMAL
3688,CNV
3689,DME
3690,DRUSEN
3691,DME
3692,DRUSEN
3693,DRUSEN
3694,NORMAL
3695,NORMAL
3696,NORMAL
3697,NORMAL
3698,NORMAL
3699,NORMAL
3700,CNV
3701,CNV
3702,NORMAL
3703,DRUSEN
3704,CNV
3705,CNV
3706,DRUSEN
3707,NORMAL
3708,DRUSEN
3709,NORMAL
3710,DRUSEN
3711,DRUSEN
3712,DRUSEN
3713,NORMAL
3714,DRUSEN
3715,DRUSEN
3716,NORMAL
3717,DME
3718,CNV
3719,DME
3720,CNV
3721,DRUSEN
3722,CNV
3723,DRUSEN
3724,DME
3725,CNV
3726,NORMAL
3727,NORMAL
3728,NORMAL
3729,NORMAL
3730,CNV
3731,CNV
3732,DRUSEN
3733,DME
3734,NORMAL
3735,NORMAL
3736,CNV
3737,DRUSEN
3738,NORMAL
3739,NORMAL
3740,CNV
3741,DME
3742,CNV
3743,DRUSEN
3744,CNV
3745,NORMAL
3746,CNV
3747,DRUSEN
3748,NORMAL
3749,DRUSEN
3750,CNV
3751,NORMAL
3752,DRUSEN
3753,CNV
3754,CNV
3755,CNV
3756,CNV
3757,DME
3758,NORMAL
3759,DRUSEN
3760,DRUSEN
3761,DRUSEN
3762,DRUSEN
3763,CNV
3764,CNV
3765,CNV
3766,NORMAL
3767,NORMAL
3768,CNV
3769,DRUSEN
3770,DME
3771,NORMAL
3772,NORMAL
3773,DRUSEN
3774,CNV
3775,DRUSEN
3776,DRUSEN
3777,DRUSEN
3778,DRUSEN
3779,CNV
3780,DME
3781,DME
3782,DRUSEN
3783,NORMAL
3784,DME
3785,DRUSEN
3786,CNV
3787,DRUSEN
3788,CNV
3789,DRUSEN
3790,NORMAL
3791,NORMAL
3792,NORMAL
3793,CNV
3794,NORMAL
3795,DRUSEN
3796,CNV
3797,CNV
3798,CNV
3799,DRUSEN
3800,CNV
3801,DRUSEN
3802,NORMAL
3803,DRUSEN
3804,CNV
3805,CNV
3806,DRUSEN
3807,NORMAL
3808,CNV
3809,DRUSEN
3810,CNV
3811,DRUSEN
3812,DRUSEN
3813,NORMAL
3814,CNV
3815,CNV
3816,NORMAL
3817,DRUSEN
3818,NORMAL
3819,DRUSEN
3820,CNV
3821,CNV
3822,NORMAL
3823,NORMAL
3824,NORMAL
3825,CNV
3826,DRUSEN
3827,NORMAL
3828,NORMAL
3829,NORMAL
3830,DRUSEN
3831,CNV
3832,CNV
3833,CNV
3834,CNV
3835,NORMAL
3836,CNV
3837,NORMAL
3838,DRUSEN
3839,NORMAL
3840,DRUSEN
3841,CNV
3842,DRUSEN
3843,CNV
3844,NORMAL
3845,NORMAL
3846,DRUSEN
3847,DRUSEN
3848,DRUSEN
3849,DRUSEN
3850,CNV
3851,DRUSEN
3852,CNV
3853,DRUSEN
3854,DME
3855,DME
3856,DME
3857,NORMAL
3858,NORMAL
3859,CNV
3860,CNV
3861,NORMAL
3862,CNV
3863,DRUSEN
3864,NORMAL
3865,NORMAL
3866,NORMAL
3867,CNV
3868,DME
3869,NORMAL
3870,NORMAL
3871,DRUSEN
3872,CNV
3873,NORMAL
3874,NORMAL
3875,NORMAL
3876,DRUSEN
3877,DRUSEN
3878,DRUSEN
3879,DRUSEN
3880,NORMAL
3881,CNV
3882,NORMAL
3883,NORMAL
3884,NORMAL
3885,NORMAL
3886,NORMAL
3887,CNV
3888,NORMAL
3889,DRUSEN
3890,CNV
3891,DRUSEN
3892,NORMAL
3893,DRUSEN
3894,DRUSEN
3895,DRUSEN
3896,NORMAL
3897,DRUSEN
3898,NORMAL
3899,NORMAL
3900,NORMAL
3901,DRUSEN
3902,DRUSEN
3903,NORMAL
3904,DRUSEN
3905,CNV
3906,CNV
3907,DRUSEN
3908,NORMAL
3909,DRUSEN
3910,DRUSEN
3911,CNV
3912,CNV
3913,CNV
3914,DRUSEN
3915,CNV
3916,NORMAL
3917,NORMAL
3918,DRUSEN
3919,NORMAL
3920,CNV
3921,CNV
3922,DRUSEN
3923,NORMAL
3924,NORMAL
3925,DRUSEN
3926,NORMAL
3927,NORMAL
3928,DRUSEN
3929,NORMAL
3930,DRUSEN
3931,NORMAL
3932,DME
3933,NORMAL
3934,NORMAL
3935,DME
3936,DRUSEN
3937,CNV
3938,NORMAL
3939,NORMAL
3940,NORMAL
3941,NORMAL
3942,CNV
3943,DME
3944,CNV
3945,NORMAL
3946,CNV
3947,NORMAL
3948,DRUSEN
3949,CNV
3950,DRUSEN
3951,CNV
3952,NORMAL
3953,NORMAL
3954,DRUSEN
3955,NORMAL
3956,DRUSEN
3957,CNV
3958,CNV
3959,NORMAL
3960,DRUSEN
3961,NORMAL
3962,DME
3963,DRUSEN
3964,CNV
3965,CNV
3966,DRUSEN
3967,DRUSEN
3968,DRUSEN
3969,NORMAL
3970,DRUSEN
3971,CNV
3972,NORMAL
3973,CNV
3974,CNV
3975,NORMAL
3976,DRUSEN
3977,DRUSEN
3978,NORMAL
3979,CNV
3980,NORMAL
3981,CNV
3982,CNV
3983,DRUSEN
3984,NORMAL
3985,NORMAL
3986,NORMAL
3987,NORMAL
3988,NORMAL
3989,DRUSEN
3990,DME
3991,NORMAL
3992,DRUSEN
3993,DRUSEN
3994,CNV
3995,DRUSEN
3996,CNV
3997,DRUSEN
3998,NORMAL
3999,CNV
4000,NORMAL
4001,NORMAL
4002,CNV
4003,CNV
4004,NORMAL
4005,NORMAL
4006,DRUSEN
4007,CNV
4008,DRUSEN
4009,NORMAL
4010,CNV
4011,NORMAL
4012,NORMAL
4013,DRUSEN
4014,NORMAL
4015,NORMAL
4016,CNV
4017,NORMAL
4018,CNV
4019,DRUSEN
4020,NORMAL
4021,DME
4022,DRUSEN
4023,DRUSEN
4024,DME
4025,CNV
4026,NORMAL
4027,NORMAL
4028,CNV
4029,NORMAL
4030,CNV
4031,DRUSEN
4032,NORMAL
4033,NORMAL
4034,DME
4035,DME
4036,DRUSEN
4037,NORMAL
4038,NORMAL
4039,NORMAL
4040,NORMAL
4041,CNV
4042,CNV
4043,NORMAL
4044,DME
4045,DME
4046,CNV
4047,CNV
4048,CNV
4049,CNV
4050,DRUSEN
4051,CNV
4052,DRUSEN
4053,DRUSEN
4054,DRUSEN
4055,DME
4056,CNV
4057,DRUSEN
4058,CNV
4059,NORMAL
4060,NORMAL
4061,CNV
4062,DME
4063,NORMAL
4064,CNV
4065,DRUSEN
4066,CNV
4067,DME
4068,CNV
4069,DRUSEN
4070,CNV
4071,NORMAL
4072,NORMAL
4073,NORMAL
4074,NORMAL
4075,DRUSEN
4076,CNV
4077,CNV
4078,NORMAL
4079,DME
4080,DME
4081,CNV
4082,CNV
4083,DRUSEN
4084,DRUSEN
4085,CNV
4086,DRUSEN
4087,NORMAL
4088,DRUSEN
4089,NORMAL
4090,DRUSEN
4091,NORMAL
4092,CNV
4093,NORMAL
4094,DRUSEN
4095,NORMAL
4096,NORMAL
4097,DRUSEN
4098,NORMAL
4099,CNV
4100,DRUSEN
4101,CNV
4102,DRUSEN
4103,DRUSEN
4104,NORMAL
4105,CNV
4106,DRUSEN
4107,CNV
4108,NORMAL
4109,CNV
4110,NORMAL
4111,DRUSEN
4112,DME
4113,NORMAL
4114,DME
4115,DME
4116,DME
4117,NORMAL
4118,CNV
4119,NORMAL
4120,NORMAL
4121,NORMAL
4122,DRUSEN
4123,DRUSEN
4124,DME
4125,NORMAL
4126,CNV
4127,NORMAL
4128,CNV
4129,NORMAL
4130,DME
4131,DRUSEN
4132,NORMAL
4133,DRUSEN
4134,NORMAL
4135,CNV
4136,DRUSEN
4137,DME
4138,NORMAL
4139,CNV
4140,DME
4141,CNV
4142,CNV
4143,NORMAL
4144,CNV
4145,NORMAL
4146,NORMAL
4147,NORMAL
4148,DME
4149,NORMAL
4150,CNV
4151,NORMAL
4152,CNV
4153,DME
4154,CNV
4155,DRUSEN
4156,NORMAL
4157,CNV
4158,CNV
4159,CNV
4160,NORMAL
4161,CNV
4162,DRUSEN
4163,NORMAL
4164,CNV
4165,DRUSEN
4166,NORMAL
4167,CNV
4168,DRUSEN
4169,NORMAL
4170,DME
4171,DRUSEN
4172,DRUSEN
4173,DRUSEN
4174,NORMAL
4175,CNV
4176,NORMAL
4177,NORMAL
4178,NORMAL
4179,DRUSEN
4180,NORMAL
4181,CNV
4182,CNV
4183,CNV
4184,DRUSEN
4185,DRUSEN
4186,CNV
4187,CNV
4188,DRUSEN
4189,DRUSEN
4190,CNV
4191,CNV
4192,NORMAL
4193,CNV
4194,NORMAL
4195,CNV
4196,CNV
4197,CNV
4198,DRUSEN
4199,NORMAL
4200,DME
4201,CNV
4202,CNV
4203,DME
4204,CNV
4205,CNV
4206,NORMAL
4207,DME
4208,CNV
4209,CNV
4210,CNV
4211,CNV
4212,CNV
4213,CNV
4214,CNV
4215,NORMAL
4216,DRUSEN
4217,CNV
4218,NORMAL
4219,DRUSEN
4220,DRUSEN
4221,CNV
4222,CNV
4223,DRUSEN
4224,CNV
4225,NORMAL
4226,NORMAL
4227,NORMAL
4228,NORMAL
4229,NORMAL
4230,CNV
4231,DRUSEN
4232,CNV
4233,DME
4234,NORMAL
4235,NORMAL
4236,CNV
4237,CNV
4238,DRUSEN
4239,CNV
4240,CNV
4241,DRUSEN
4242,CNV
4243,NORMAL
4244,CNV
4245,DRUSEN
4246,CNV
4247,CNV
4248,NORMAL
4249,NORMAL
4250,DRUSEN
4251,CNV
4252,CNV
4253,NORMAL
4254,DRUSEN
4255,NORMAL
4256,NORMAL
4257,CNV
4258,NORMAL
4259,CNV
4260,NORMAL
4261,NORMAL
4262,NORMAL
4263,DRUSEN
4264,NORMAL
4265,CNV
4266,NORMAL
4267,DRUSEN
4268,NORMAL
4269,DRUSEN
4270,DRUSEN
4271,DRUSEN
4272,NORMAL
4273,DRUSEN
4274,NORMAL
4275,CNV
4276,CNV
4277,DRUSEN
4278,CNV
4279,NORMAL
4280,CNV
4281,CNV
4282,NORMAL
4283,DRUSEN
4284,NORMAL
4285,DRUSEN
4286,NORMAL
4287,CNV
4288,DME
4289,DRUSEN
4290,DRUSEN
4291,DRUSEN
4292,CNV
4293,NORMAL
4294,DRUSEN
4295,CNV
4296,CNV
4297,DRUSEN
4298,DME
4299,DME
4300,DRUSEN
4301,NORMAL
4302,CNV
4303,NORMAL
4304,CNV
4305,DRUSEN
4306,DRUSEN
4307,NORMAL
4308,NORMAL
4309,CNV
4310,CNV
4311,CNV
4312,CNV
4313,CNV
4314,NORMAL
4315,DRUSEN
4316,NORMAL
4317,NORMAL
4318,DME
4319,NORMAL
4320,NORMAL
4321,DME
4322,DRUSEN
4323,CNV
4324,NORMAL
4325,CNV
4326,CNV
4327,DRUSEN
4328,NORMAL
4329,NORMAL
4330,NORMAL
4331,NORMAL
4332,CNV
4333,CNV
4334,DRUSEN
4335,NORMAL
4336,NORMAL
4337,NORMAL
4338,NORMAL
4339,DRUSEN
4340,DRUSEN
4341,NORMAL
4342,DRUSEN
4343,NORMAL
4344,NORMAL
4345,NORMAL
4346,DRUSEN
4347,NORMAL
4348,NORMAL
4349,CNV
4350,CNV
4351,CNV
4352,NORMAL
4353,CNV
4354,CNV
4355,NORMAL
4356,DRUSEN
4357,CNV
4358,CNV
4359,DRUSEN
4360,NORMAL
4361,CNV
4362,NORMAL
4363,NORMAL
4364,DME
4365,DRUSEN
4366,DME
4367,DRUSEN
4368,DME
4369,NORMAL
4370,CNV
4371,DRUSEN
4372,DME
4373,CNV
4374,DRUSEN
4375,DRUSEN
4376,CNV
4377,CNV
4378,NORMAL
4379,CNV
4380,DRUSEN
4381,NORMAL
4382,DRUSEN
4383,CNV
4384,CNV
4385,CNV
4386,CNV
4387,CNV
4388,NORMAL
4389,NORMAL
4390,DRUSEN
4391,NORMAL
4392,CNV
4393,CNV
4394,CNV
4395,NORMAL
4396,DRUSEN
4397,DRUSEN
4398,NORMAL
4399,CNV
4400,NORMAL
4401,CNV
4402,CNV
4403,DRUSEN
4404,DRUSEN
4405,CNV
4406,NORMAL
4407,CNV
4408,DRUSEN
4409,CNV
4410,CNV
4411,NORMAL
4412,CNV
4413,DRUSEN
4414,CNV
4415,DME
4416,CNV
4417,NORMAL
4418,CNV
4419,DRUSEN
4420,CNV
4421,CNV
4422,CNV
4423,NORMAL
4424,NORMAL
4425,CNV
4426,DME
4427,DME
4428,NORMAL
4429,CNV
4430,CNV
4431,NORMAL
4432,NORMAL
4433,NORMAL
4434,DRUSEN
4435,NORMAL
4436,CNV
4437,DRUSEN
4438,NORMAL
4439,CNV
4440,CNV
4441,DRUSEN
4442,NORMAL
4443,DME
4444,CNV
4445,NORMAL
4446,NORMAL
4447,NORMAL
4448,NORMAL
4449,DRUSEN
4450,NORMAL
4451,NORMAL
4452,NORMAL
4453,NORMAL
4454,CNV
4455,CNV
4456,NORMAL
4457,NORMAL
4458,DME
4459,CNV
4460,NORMAL
4461,NORMAL
4462,DRUSEN
4463,NORMAL
4464,DME
4465,NORMAL
4466,NORMAL
4467,CNV
4468,NORMAL
4469,NORMAL
4470,CNV
4471,NORMAL
4472,DRUSEN
4473,CNV
4474,CNV
4475,CNV
4476,DME
4477,DME
4478,DRUSEN
4479,DRUSEN
4480,NORMAL
4481,DRUSEN
4482,CNV
4483,DME
4484,CNV
4485,CNV
4486,DRUSEN
4487,NORMAL
4488,DRUSEN
4489,NORMAL
4490,CNV
4491,NORMAL
4492,NORMAL
4493,CNV
4494,DRUSEN
4495,DRUSEN
4496,NORMAL
4497,NORMAL
4498,CNV
4499,DRUSEN
4500,DRUSEN
4501,DRUSEN
4502,CNV
4503,DRUSEN
4504,DRUSEN
4505,DRUSEN
4506,CNV
4507,NORMAL
4508,CNV
4509,DRUSEN
4510,DME
4511,CNV
4512,CNV
4513,NORMAL
4514,CNV
4515,NORMAL
4516,DRUSEN
4517,NORMAL
4518,CNV
4519,NORMAL
4520,DME
4521,DRUSEN
4522,DRUSEN
4523,NORMAL
4524,NORMAL
4525,NORMAL
4526,CNV
4527,CNV
4528,NORMAL
4529,CNV
4530,NORMAL
4531,DME
4532,DRUSEN
4533,DRUSEN
4534,CNV
4535,DRUSEN
4536,DME
4537,CNV
4538,DRUSEN
4539,NORMAL
4540,NORMAL
4541,NORMAL
4542,CNV
4543,CNV
4544,DRUSEN
4545,NORMAL
4546,CNV
4547,NORMAL
4548,NORMAL
4549,NORMAL
4550,NORMAL
4551,CNV
4552,DRUSEN
4553,CNV
4554,NORMAL
4555,NORMAL
4556,NORMAL
4557,NORMAL
4558,DRUSEN
4559,CNV
4560,NORMAL
4561,CNV
4562,NORMAL
4563,NORMAL
4564,DRUSEN
4565,DRUSEN
4566,CNV
4567,DRUSEN
4568,NORMAL
4569,NORMAL
4570,CNV
4571,NORMAL
4572,DRUSEN
4573,CNV
4574,NORMAL
4575,DRUSEN
4576,NORMAL
4577,NORMAL
4578,DRUSEN
4579,NORMAL
4580,CNV
4581,NORMAL
4582,DME
4583,NORMAL
4584,CNV
4585,CNV
4586,CNV
4587,CNV
4588,DRUSEN
4589,CNV
4590,DRUSEN
4591,CNV
4592,DRUSEN
4593,NORMAL
4594,DRUSEN
4595,NORMAL
4596,NORMAL
4597,CNV
4598,DRUSEN
4599,CNV
4600,CNV
4601,CNV
4602,CNV
4603,CNV
4604,NORMAL
4605,DRUSEN
4606,CNV
4607,DME
4608,DRUSEN
4609,NORMAL
4610,DRUSEN
4611,DRUSEN
4612,NORMAL
4613,CNV
4614,DRUSEN
4615,NORMAL
4616,NORMAL
4617,NORMAL
4618,NORMAL
4619,NORMAL
4620,CNV
4621,CNV
4622,NORMAL
4623,DME
4624,NORMAL
4625,NORMAL
4626,DME
4627,CNV
4628,NORMAL
4629,CNV
4630,CNV
4631,NORMAL
4632,CNV
4633,NORMAL
4634,CNV
4635,NORMAL
4636,NORMAL
4637,DME
4638,DRUSEN
4639,DME
4640,DME
4641,DME
4642,CNV
4643,CNV
4644,DRUSEN
4645,NORMAL
4646,NORMAL
4647,DME
4648,NORMAL
4649,NORMAL
4650,DRUSEN
4651,DRUSEN
4652,DRUSEN
4653,NORMAL
4654,NORMAL
4655,NORMAL
4656,DRUSEN
4657,NORMAL
4658,NORMAL
4659,CNV
4660,DRUSEN
4661,NORMAL
4662,DRUSEN
4663,DRUSEN
4664,NORMAL
4665,NORMAL
4666,NORMAL
4667,NORMAL
4668,CNV
4669,DRUSEN
4670,DME
4671,NORMAL
4672,NORMAL
4673,DRUSEN
4674,DRUSEN
4675,CNV
4676,NORMAL
4677,NORMAL
4678,DRUSEN
4679,NORMAL
4680,NORMAL
4681,CNV
4682,NORMAL
4683,DRUSEN
4684,NORMAL
4685,CNV
4686,CNV
4687,CNV
4688,DRUSEN
4689,NORMAL
4690,CNV
4691,DRUSEN
4692,CNV
4693,DRUSEN
4694,DRUSEN
4695,NORMAL
4696,NORMAL
4697,DRUSEN
4698,DRUSEN
4699,CNV
4700,DRUSEN
4701,NORMAL
4702,NORMAL
4703,CNV
4704,DRUSEN
4705,CNV
4706,DRUSEN
4707,DRUSEN
4708,DRUSEN
4709,DME
4710,NORMAL
4711,DME
4712,NORMAL
4713,DRUSEN
4714,CNV
4715,DRUSEN
4716,DRUSEN
4717,CNV
4718,CNV
4719,DRUSEN
4720,NORMAL
4721,NORMAL
4722,CNV
4723,CNV
4724,DRUSEN
4725,NORMAL
4726,DRUSEN
4727,CNV
4728,CNV
4729,NORMAL
4730,CNV
4731,DRUSEN
4732,CNV
4733,NORMAL
4734,DME
4735,CNV
4736,NORMAL
4737,NORMAL
4738,CNV
4739,DME
4740,CNV
4741,DME
4742,CNV
4743,CNV
4744,CNV
4745,CNV
4746,NORMAL
4747,CNV
4748,NORMAL
4749,NORMAL
4750,DME
4751,CNV
4752,CNV
4753,CNV
4754,NORMAL
4755,NORMAL
4756,NORMAL
4757,DME
4758,CNV
4759,NORMAL
4760,DRUSEN
4761,NORMAL
4762,CNV
4763,NORMAL
4764,DME
4765,CNV
4766,NORMAL
4767,DME
4768,NORMAL
4769,CNV
4770,NORMAL
4771,NORMAL
4772,CNV
4773,NORMAL
4774,NORMAL
4775,DRUSEN
4776,CNV
4777,CNV
4778,DRUSEN
4779,NORMAL
4780,CNV
4781,DRUSEN
4782,CNV
4783,DME
4784,NORMAL
4785,NORMAL
4786,NORMAL
4787,NORMAL
4788,DME
4789,CNV
4790,NORMAL
4791,CNV
4792,DME
4793,CNV
4794,NORMAL
4795,NORMAL
4796,NORMAL
4797,NORMAL
4798,NORMAL
4799,NORMAL
4800,CNV
4801,NORMAL
4802,CNV
4803,DME
4804,CNV
4805,DRUSEN
4806,CNV
4807,NORMAL
4808,DRUSEN
4809,CNV
4810,NORMAL
4811,CNV
4812,CNV
4813,NORMAL
4814,NORMAL
4815,DRUSEN
4816,CNV
4817,DRUSEN
4818,NORMAL
4819,CNV
4820,DME
4821,NORMAL
4822,CNV
4823,CNV
4824,NORMAL
4825,DRUSEN
4826,NORMAL
4827,DRUSEN
4828,DRUSEN
4829,CNV
4830,NORMAL
4831,CNV
4832,CNV
4833,NORMAL
4834,DRUSEN
4835,NORMAL
4836,NORMAL
4837,CNV
4838,NORMAL
4839,DRUSEN
4840,CNV
4841,NORMAL
4842,DME
4843,NORMAL
4844,NORMAL
4845,NORMAL
4846,NORMAL
4847,NORMAL
4848,CNV
4849,CNV
4850,NORMAL
4851,CNV
4852,CNV
4853,NORMAL
4854,CNV
4855,NORMAL
4856,CNV
4857,CNV
4858,CNV
4859,NORMAL
4860,DRUSEN
4861,CNV
4862,DRUSEN
4863,NORMAL
4864,NORMAL
4865,NORMAL
4866,NORMAL
4867,NORMAL
4868,CNV
4869,CNV
4870,CNV
4871,DME
4872,NORMAL
4873,CNV
4874,NORMAL
4875,DME
4876,NORMAL
4877,CNV
4878,DRUSEN
4879,DRUSEN
4880,NORMAL
4881,DRUSEN
4882,CNV
4883,DRUSEN
4884,NORMAL
4885,NORMAL
4886,NORMAL
4887,DRUSEN
4888,NORMAL
4889,CNV
4890,NORMAL
4891,NORMAL
4892,NORMAL
4893,CNV
4894,CNV
4895,DME
4896,NORMAL
4897,CNV
4898,DRUSEN
4899,DRUSEN
4900,NORMAL
4901,DRUSEN
4902,DRUSEN
4903,NORMAL
4904,CNV
4905,NORMAL
4906,NORMAL
4907,DRUSEN
4908,DRUSEN
4909,NORMAL
4910,CNV
4911,NORMAL
4912,DME
4913,DRUSEN
4914,DME
4915,DME
4916,DME
4917,CNV
4918,NORMAL
4919,CNV
4920,CNV
4921,NORMAL
4922,CNV
4923,CNV
4924,CNV
4925,CNV
4926,NORMAL
4927,NORMAL
4928,CNV
4929,NORMAL
4930,NORMAL
4931,NORMAL
4932,NORMAL
4933,DRUSEN
4934,NORMAL
4935,NORMAL
4936,DRUSEN
4937,DRUSEN
4938,NORMAL
4939,CNV
4940,CNV
4941,DRUSEN
4942,NORMAL
4943,DRUSEN
4944,CNV
4945,DME
4946,DRUSEN
4947,DRUSEN
4948,CNV
4949,DME
4950,CNV
4951,DRUSEN
4952,NORMAL
4953,NORMAL
4954,DME
4955,DRUSEN
4956,DRUSEN
4957,DME
4958,CNV
4959,DRUSEN
4960,CNV
4961,CNV
4962,CNV
4963,NORMAL
4964,CNV
4965,DME
4966,NORMAL
4967,DRUSEN
4968,NORMAL
4969,NORMAL
4970,CNV
4971,DRUSEN
4972,NORMAL
4973,NORMAL
4974,NORMAL
4975,DRUSEN
4976,CNV
4977,CNV
4978,NORMAL
4979,NORMAL
4980,DME
4981,CNV
4982,NORMAL
4983,DRUSEN
4984,DRUSEN
4985,NORMAL
4986,CNV
4987,DRUSEN
4988,NORMAL
4989,NORMAL
4990,NORMAL
4991,CNV
4992,CNV
4993,CNV
4994,DRUSEN
4995,DRUSEN
4996,CNV
4997,DME
4998,CNV
4999,CNV
5000,DME
5001,NORMAL
5002,NORMAL
5003,CNV
5004,DME
5005,NORMAL
5006,NORMAL
5007,CNV
5008,DRUSEN
5009,DME
5010,DRUSEN
5011,CNV
5012,NORMAL
5013,CNV
5014,DRUSEN
5015,NORMAL
5016,CNV
5017,NORMAL
5018,CNV
5019,NORMAL
5020,NORMAL
5021,CNV
5022,CNV
5023,CNV
5024,CNV
5025,CNV
5026,DRUSEN
5027,NORMAL
5028,DRUSEN
5029,DRUSEN
5030,CNV
5031,DRUSEN
5032,CNV
5033,CNV
5034,NORMAL
5035,DRUSEN
5036,CNV
5037,DME
5038,NORMAL
5039,CNV
5040,DRUSEN
5041,CNV
5042,DME
5043,DME
5044,NORMAL
5045,DRUSEN
5046,NORMAL
5047,CNV
5048,NORMAL
5049,NORMAL
5050,NORMAL
5051,CNV
5052,NORMAL
5053,NORMAL
5054,DRUSEN
5055,DRUSEN
5056,DRUSEN
5057,DRUSEN
5058,DME
5059,NORMAL
5060,CNV
5061,DRUSEN
5062,DRUSEN
5063,NORMAL
5064,CNV
5065,CNV
5066,CNV
5067,CNV
5068,NORMAL
5069,DME
5070,DME
5071,NORMAL
5072,NORMAL
5073,DME
5074,NORMAL
5075,NORMAL
5076,CNV
5077,NORMAL
5078,CNV
5079,DRUSEN
5080,CNV
5081,NORMAL
5082,DRUSEN
5083,DME
5084,DRUSEN
5085,DRUSEN
5086,CNV
5087,CNV
5088,NORMAL
5089,DME
5090,DRUSEN
5091,DME
5092,DRUSEN
5093,DRUSEN
5094,DRUSEN
5095,NORMAL
5096,CNV
5097,DRUSEN
5098,CNV
5099,NORMAL
5100,CNV
5101,NORMAL
5102,CNV
5103,NORMAL
5104,CNV
5105,NORMAL
5106,NORMAL
5107,CNV
5108,DRUSEN
5109,DRUSEN
5110,NORMAL
5111,CNV
5112,CNV
5113,NORMAL
5114,CNV
5115,CNV
5116,NORMAL
5117,NORMAL
5118,NORMAL
5119,NORMAL
5120,DRUSEN
5121,NORMAL
5122,NORMAL
5123,DRUSEN
5124,CNV
5125,NORMAL
5126,NORMAL
5127,DME
5128,NORMAL
